,trading_steps,episode,reward,accumulated_transfer,number_trades,mark_up,trading_budget,episode_steps,agent
0,1,0,-8.300000000000006,0.782331667448345,14.0,1.0,"[100.0, 100.0]",30,overall
1,1,0,-8.21766833255166,0.0,0.0,1.0,"[100.0, 100.0]",30,a-1
2,1,0,-0.0823316674483452,0.782331667448345,14.0,1.0,"[100.0, 100.0]",30,a-2
3,1,1,-15.499999999999996,0.030144139340049343,2.0,1.0,"[100.0, 100.0]",50,overall
4,1,1,-16.969855860659948,0.0,0.0,1.0,"[100.0, 100.0]",50,a-1
5,1,1,1.4698558606599503,0.030144139340049343,2.0,1.0,"[100.0, 100.0]",50,a-2
6,1,2,-8.530000000000006,0.31183794925087377,6.0,1.0,"[100.0, 100.0]",33,overall
7,1,2,-9.888162050749132,0.0,0.0,1.0,"[100.0, 100.0]",33,a-1
8,1,2,1.358162050749126,0.31183794925087377,6.0,1.0,"[100.0, 100.0]",33,a-2
9,1,3,-6.660000000000005,0.10100665845369038,14.0,1.0,"[100.0, 100.0]",26,overall
10,1,3,0.6389933415463094,0.10100665845369038,13.0,1.0,"[100.0, 100.0]",26,a-1
11,1,3,-7.298993341546314,0.0,1.0,1.0,"[100.0, 100.0]",26,a-2
12,1,4,-6.6600000000000055,0.01933348806280839,1.0,1.0,"[100.0, 100.0]",26,overall
13,1,4,-9.380666511937196,0.0,0.0,1.0,"[100.0, 100.0]",26,a-1
14,1,4,2.7206665119371913,0.01933348806280839,1.0,1.0,"[100.0, 100.0]",26,a-2
15,1,5,-6.660000000000004,0.004369836104543586,4.0,1.0,"[100.0, 100.0]",26,overall
16,1,5,0.7356301638954561,0.004369836104543586,4.0,1.0,"[100.0, 100.0]",26,a-1
17,1,5,-7.39563016389546,0.0,0.0,1.0,"[100.0, 100.0]",26,a-2
18,1,6,-16.09,0.5721498790540194,7.0,1.0,"[100.0, 100.0]",49,overall
19,1,6,-18.02785012094598,0.0,0.0,1.0,"[100.0, 100.0]",49,a-1
20,1,6,1.9378501209459806,0.5721498790540194,7.0,1.0,"[100.0, 100.0]",49,a-2
21,1,7,-15.090000000000002,0.0,4.0,1.0,"[100.0, 100.0]",49,overall
22,1,7,-16.6,0.0,0.0,1.0,"[100.0, 100.0]",49,a-1
23,1,7,1.5099999999999996,0.0,4.0,1.0,"[100.0, 100.0]",49,a-2
24,1,8,-1.5099999999999998,0.0,0.0,1.0,"[100.0, 100.0]",11,overall
25,1,8,2.8899999999999997,0.0,0.0,1.0,"[100.0, 100.0]",11,a-1
26,1,8,-4.3999999999999995,0.0,0.0,1.0,"[100.0, 100.0]",11,a-2
27,1,9,-22.469999999999978,1.4807746284886412,14.0,1.0,"[100.0, 100.0]",67,overall
28,1,9,-0.15077462848864137,1.4807746284886412,14.0,1.0,"[100.0, 100.0]",67,a-1
29,1,9,-22.319225371511337,0.0,0.0,1.0,"[100.0, 100.0]",67,a-2
30,1,10,-7.070000000000006,0.12763575503700658,3.0,1.0,"[100.0, 100.0]",27,overall
31,1,10,-9.672364244963,0.0,0.0,1.0,"[100.0, 100.0]",27,a-1
32,1,10,2.602364244962993,0.12763575503700658,3.0,1.0,"[100.0, 100.0]",27,a-2
33,1,11,-8.480000000000004,0.0,0.0,1.0,"[100.0, 100.0]",28,overall
34,1,11,-0.2800000000000001,0.0,0.0,1.0,"[100.0, 100.0]",28,a-1
35,1,11,-8.200000000000005,0.0,0.0,1.0,"[100.0, 100.0]",28,a-2
