,trading_steps,episode,reward,accumulated_transfer,number_trades,mark_up,trading_budget,episode_steps,agent
0,0,0,-12.81000000000001,0.0,0.0,1.0,"[100.0, 100.0]",41,overall
1,0,0,2.59,0.0,0.0,1.0,"[100.0, 100.0]",41,a-1
2,0,0,-15.40000000000001,0.0,0.0,1.0,"[100.0, 100.0]",41,a-2
3,0,1,-15.27000000000001,0.0,0.0,1.0,"[100.0, 100.0]",47,overall
4,0,1,-15.80000000000001,0.0,0.0,1.0,"[100.0, 100.0]",47,a-1
5,0,1,0.5299999999999996,0.0,0.0,1.0,"[100.0, 100.0]",47,a-2
6,0,2,-5.020000000000003,0.0,0.0,1.0,"[100.0, 100.0]",22,overall
7,0,2,-7.8000000000000025,0.0,0.0,1.0,"[100.0, 100.0]",22,a-1
8,0,2,2.78,0.0,0.0,1.0,"[100.0, 100.0]",22,a-2
9,0,3,-15.910000000000002,0.0,0.0,1.0,"[100.0, 100.0]",51,overall
10,0,3,-17.400000000000002,0.0,0.0,1.0,"[100.0, 100.0]",51,a-1
11,0,3,1.4899999999999995,0.0,0.0,1.0,"[100.0, 100.0]",51,a-2
12,0,4,-6.430000000000002,0.0,0.0,1.0,"[100.0, 100.0]",23,overall
13,0,4,-6.200000000000002,0.0,0.0,1.0,"[100.0, 100.0]",23,a-1
14,0,4,-0.23000000000000007,0.0,0.0,1.0,"[100.0, 100.0]",23,a-2
15,0,5,-6.660000000000004,0.0,0.0,1.0,"[100.0, 100.0]",26,overall
16,0,5,-7.400000000000004,0.0,0.0,1.0,"[100.0, 100.0]",26,a-1
17,0,5,0.7399999999999998,0.0,0.0,1.0,"[100.0, 100.0]",26,a-2
18,0,6,-1.5099999999999998,0.0,0.0,1.0,"[100.0, 100.0]",11,overall
19,0,6,-1.4,0.0,0.0,1.0,"[100.0, 100.0]",11,a-1
20,0,6,-0.10999999999999999,0.0,0.0,1.0,"[100.0, 100.0]",11,a-2
21,0,7,-15.909999999999998,0.0,0.0,1.0,"[100.0, 100.0]",51,overall
22,0,7,-17.4,0.0,0.0,1.0,"[100.0, 100.0]",51,a-1
23,0,7,1.4899999999999995,0.0,0.0,1.0,"[100.0, 100.0]",51,a-2
24,0,8,-4.610000000000001,0.0,0.0,1.0,"[100.0, 100.0]",21,overall
25,0,8,-5.400000000000001,0.0,0.0,1.0,"[100.0, 100.0]",21,a-1
26,0,8,0.7899999999999998,0.0,0.0,1.0,"[100.0, 100.0]",21,a-2
27,0,9,-15.680000000000007,0.0,0.0,1.0,"[100.0, 100.0]",48,overall
28,0,9,-16.200000000000006,0.0,0.0,1.0,"[100.0, 100.0]",48,a-1
29,0,9,0.5199999999999996,0.0,0.0,1.0,"[100.0, 100.0]",48,a-2
30,0,10,-1.1,0.0,0.0,1.0,"[100.0, 100.0]",10,overall
31,0,10,-0.09999999999999999,0.0,0.0,1.0,"[100.0, 100.0]",10,a-1
32,0,10,-1.0,0.0,0.0,1.0,"[100.0, 100.0]",10,a-2
33,0,11,-6.430000000000002,0.0,0.0,1.0,"[100.0, 100.0]",23,overall
34,0,11,-6.200000000000002,0.0,0.0,1.0,"[100.0, 100.0]",23,a-1
35,0,11,-0.23000000000000007,0.0,0.0,1.0,"[100.0, 100.0]",23,a-2
36,0,12,-5.840000000000003,0.0,0.0,1.0,"[100.0, 100.0]",24,overall
37,0,12,2.76,0.0,0.0,1.0,"[100.0, 100.0]",24,a-1
38,0,12,-8.600000000000003,0.0,0.0,1.0,"[100.0, 100.0]",24,a-2
39,0,13,-8.120000000000005,0.0,0.0,1.0,"[100.0, 100.0]",32,overall
40,0,13,2.6799999999999997,0.0,0.0,1.0,"[100.0, 100.0]",32,a-1
41,0,13,-10.800000000000004,0.0,0.0,1.0,"[100.0, 100.0]",32,a-2
42,0,14,-7.710000000000006,0.0,0.0,1.0,"[100.0, 100.0]",31,overall
43,0,14,2.6899999999999995,0.0,0.0,1.0,"[100.0, 100.0]",31,a-1
44,0,14,-10.400000000000006,0.0,0.0,1.0,"[100.0, 100.0]",31,a-2
45,0,15,-8.300000000000006,0.0,0.0,1.0,"[100.0, 100.0]",30,overall
46,0,15,-9.000000000000005,0.0,0.0,1.0,"[100.0, 100.0]",30,a-1
47,0,15,0.6999999999999997,0.0,0.0,1.0,"[100.0, 100.0]",30,a-2
48,0,16,-9.940000000000007,0.0,0.0,1.0,"[100.0, 100.0]",34,overall
49,0,16,2.6599999999999997,0.0,0.0,1.0,"[100.0, 100.0]",34,a-1
50,0,16,-12.600000000000007,0.0,0.0,1.0,"[100.0, 100.0]",34,a-2
51,0,17,-5.610000000000002,0.0,0.0,1.0,"[100.0, 100.0]",21,overall
52,0,17,-8.400000000000002,0.0,0.0,1.0,"[100.0, 100.0]",21,a-1
53,0,17,2.79,0.0,0.0,1.0,"[100.0, 100.0]",21,a-2
54,0,18,-15.680000000000003,0.0,0.0,1.0,"[100.0, 100.0]",48,overall
55,0,18,2.5199999999999996,0.0,0.0,1.0,"[100.0, 100.0]",48,a-1
56,0,18,-18.200000000000003,0.0,0.0,1.0,"[100.0, 100.0]",48,a-2
57,0,19,-4.610000000000001,0.0,0.0,1.0,"[100.0, 100.0]",21,overall
58,0,19,0.7899999999999998,0.0,0.0,1.0,"[100.0, 100.0]",21,a-1
59,0,19,-5.400000000000001,0.0,0.0,1.0,"[100.0, 100.0]",21,a-2
60,0,20,-29.84999999999995,0.0,0.0,1.0,"[100.0, 100.0]",85,overall
61,0,20,2.1499999999999995,0.0,0.0,1.0,"[100.0, 100.0]",85,a-1
62,0,20,-31.99999999999995,0.0,0.0,1.0,"[100.0, 100.0]",85,a-2
63,0,21,-14.860000000000012,0.0,0.0,1.0,"[100.0, 100.0]",46,overall
64,0,21,-15.400000000000011,0.0,0.0,1.0,"[100.0, 100.0]",46,a-1
65,0,21,0.5399999999999996,0.0,0.0,1.0,"[100.0, 100.0]",46,a-2
66,0,22,-15.499999999999996,0.0,0.0,1.0,"[100.0, 100.0]",50,overall
67,0,22,1.4999999999999996,0.0,0.0,1.0,"[100.0, 100.0]",50,a-1
68,0,22,-16.999999999999996,0.0,0.0,1.0,"[100.0, 100.0]",50,a-2
69,0,23,-7.710000000000006,0.0,0.0,1.0,"[100.0, 100.0]",31,overall
70,0,23,2.6899999999999995,0.0,0.0,1.0,"[100.0, 100.0]",31,a-1
71,0,23,-10.400000000000006,0.0,0.0,1.0,"[100.0, 100.0]",31,a-2
72,0,24,-7.660000000000004,0.0,0.0,1.0,"[100.0, 100.0]",26,overall
73,0,24,-7.400000000000004,0.0,0.0,1.0,"[100.0, 100.0]",26,a-1
74,0,24,-0.26000000000000006,0.0,0.0,1.0,"[100.0, 100.0]",26,a-2
75,0,25,-8.530000000000006,0.0,0.0,1.0,"[100.0, 100.0]",33,overall
76,0,25,2.67,0.0,0.0,1.0,"[100.0, 100.0]",33,a-1
77,0,25,-11.200000000000006,0.0,0.0,1.0,"[100.0, 100.0]",33,a-2
78,0,26,-5.250000000000003,0.0,0.0,1.0,"[100.0, 100.0]",25,overall
79,0,26,1.7499999999999998,0.0,0.0,1.0,"[100.0, 100.0]",25,a-1
80,0,26,-7.000000000000003,0.0,0.0,1.0,"[100.0, 100.0]",25,a-2
81,0,27,-14.04000000000001,0.0,0.0,1.0,"[100.0, 100.0]",44,overall
82,0,27,-14.60000000000001,0.0,0.0,1.0,"[100.0, 100.0]",44,a-1
83,0,27,0.5599999999999996,0.0,0.0,1.0,"[100.0, 100.0]",44,a-2
84,0,28,-7.710000000000006,0.0,0.0,1.0,"[100.0, 100.0]",31,overall
