,trading_steps,episode,reward,accumulated_transfer,number_trades,episode_steps,agent
113,0,37,2.5199999999999996,0.0,0.0,47,a-2
114,0,38,-25.12999999999996,0.0,0.0,76,overall
115,0,38,2.67,0.0,0.0,76,a-1
116,0,38,-27.79999999999996,0.0,0.0,76,a-2
117,0,39,-10.68000000000001,0.0,0.0,40,overall
118,0,39,2.7199999999999998,0.0,0.0,40,a-1
119,0,39,-13.40000000000001,0.0,0.0,40,a-2
120,0,40,-5.650000000000003,0.0,0.0,44,overall
121,0,40,-8.200000000000003,0.0,0.0,44,a-1
122,0,40,2.55,0.0,0.0,44,a-2
123,0,41,-13.13000000000001,0.0,0.0,46,overall
124,0,41,-15.80000000000001,0.0,0.0,46,a-1
125,0,41,2.67,0.0,0.0,46,a-2
126,0,42,-13.02000000000001,0.0,0.0,46,overall
127,0,42,2.78,0.0,0.0,46,a-1
128,0,42,-15.80000000000001,0.0,0.0,46,a-2
129,0,43,-32.08999999999994,0.0,0.0,93,overall
130,0,43,2.51,0.0,0.0,93,a-1
131,0,43,-34.59999999999994,0.0,0.0,93,a-2
132,0,44,-4.240000000000003,0.0,0.0,63,overall
133,0,44,2.3599999999999994,0.0,0.0,63,a-1
134,0,44,-6.600000000000002,0.0,0.0,63,a-2
135,0,45,-7.260000000000007,0.0,0.0,45,overall
136,0,45,2.5399999999999996,0.0,0.0,45,a-1
137,0,45,-9.800000000000006,0.0,0.0,45,a-2
138,0,46,-15.48,0.0,0.0,52,overall
139,0,46,2.7199999999999998,0.0,0.0,52,a-1
140,0,46,-18.2,0.0,0.0,52,a-2
141,0,47,-5.510000000000005,0.0,0.0,30,overall
142,0,47,2.6899999999999995,0.0,0.0,30,a-1
143,0,47,-8.200000000000005,0.0,0.0,30,a-2
144,0,48,-4.490000000000004,0.0,0.0,48,overall
145,0,48,-7.0000000000000036,0.0,0.0,48,a-1
146,0,48,2.51,0.0,0.0,48,a-2
147,0,49,1.9499999999999997,0.0,0.0,44,overall
148,0,49,2.55,0.0,0.0,44,a-1
149,0,49,-0.6000000000000002,0.0,0.0,44,a-2
150,0,50,-15.079999999999998,0.0,0.0,51,overall
151,0,50,2.7199999999999998,0.0,0.0,51,a-1
152,0,50,-17.799999999999997,0.0,0.0,51,a-2
153,0,51,-28.869999999999948,0.0,0.0,85,overall
154,0,51,-31.39999999999995,0.0,0.0,85,a-1
155,0,51,2.5299999999999994,0.0,0.0,85,a-2
156,0,52,0.26000000000000023,0.0,0.0,53,overall
157,0,52,2.46,0.0,0.0,53,a-1
158,0,52,-2.1999999999999997,0.0,0.0,53,a-2
159,0,53,-20.46999999999998,0.0,0.0,64,overall
160,0,53,2.53,0.0,0.0,64,a-1
161,0,53,-22.999999999999982,0.0,0.0,64,a-2
162,0,54,-14.290000000000003,0.0,0.0,49,overall
163,0,54,2.71,0.0,0.0,49,a-1
164,0,54,-17.000000000000004,0.0,0.0,49,a-2
165,0,55,-5.540000000000003,0.0,0.0,33,overall
166,0,55,-8.200000000000003,0.0,0.0,33,a-1
167,0,55,2.6599999999999997,0.0,0.0,33,a-2
168,0,56,1.25,0.0,0.0,34,overall
169,0,56,2.65,0.0,0.0,34,a-1
170,0,56,-1.4,0.0,0.0,34,a-2
171,0,57,-21.639999999999976,0.0,0.0,67,overall
172,0,57,-24.199999999999974,0.0,0.0,67,a-1
173,0,57,2.5599999999999996,0.0,0.0,67,a-2
174,0,58,-22.039999999999974,0.0,0.0,68,overall
175,0,58,-24.599999999999973,0.0,0.0,68,a-1
176,0,58,2.5599999999999996,0.0,0.0,68,a-2
177,0,59,-30.659999999999936,0.0,0.0,90,overall
178,0,59,-33.399999999999935,0.0,0.0,90,a-1
179,0,59,2.7399999999999998,0.0,0.0,90,a-2
180,0,60,-7.890000000000007,0.0,0.0,33,overall
181,0,60,2.71,0.0,0.0,33,a-1
182,0,60,-10.600000000000007,0.0,0.0,33,a-2
183,0,61,-13.860000000000001,0.0,0.0,48,overall
184,0,61,-16.6,0.0,0.0,48,a-1
185,0,61,2.7399999999999998,0.0,0.0,48,a-2
186,0,62,-19.619999999999987,0.0,0.0,62,overall
187,0,62,-22.199999999999985,0.0,0.0,62,a-1
188,0,62,2.5799999999999996,0.0,0.0,62,a-2
189,0,63,-13.100000000000007,0.0,0.0,46,overall
190,0,63,2.6999999999999997,0.0,0.0,46,a-1
191,0,63,-15.800000000000006,0.0,0.0,46,a-2
192,0,64,-3.9600000000000026,0.0,0.0,35,overall
193,0,64,2.6399999999999997,0.0,0.0,35,a-1
194,0,64,-6.600000000000002,0.0,0.0,35,a-2
195,0,65,-26.69999999999995,0.0,0.0,80,overall
196,0,65,-29.39999999999995,0.0,0.0,80,a-1
197,0,65,2.6999999999999997,0.0,0.0,80,a-2
198,0,66,-3.060000000000002,0.0,0.0,25,overall
199,0,66,2.7399999999999998,0.0,0.0,25,a-1
200,0,66,-5.800000000000002,0.0,0.0,25,a-2
201,0,67,-6.260000000000005,0.0,0.0,29,overall
202,0,67,2.7399999999999998,0.0,0.0,29,a-1
203,0,67,-9.000000000000005,0.0,0.0,29,a-2
204,0,68,-21.429999999999968,0.0,0.0,67,overall
205,0,68,-24.199999999999967,0.0,0.0,67,a-1
206,0,68,2.7699999999999996,0.0,0.0,67,a-2
207,0,69,-31.26999999999994,0.0,0.0,91,overall
208,0,69,-33.79999999999994,0.0,0.0,91,a-1
209,0,69,2.53,0.0,0.0,91,a-2
210,0,70,-20.62999999999998,0.0,0.0,65,overall
211,0,70,2.7699999999999996,0.0,0.0,65,a-1
212,0,70,-23.39999999999998,0.0,0.0,65,a-2
213,0,71,-5.440000000000005,0.0,0.0,63,overall
214,0,71,2.3599999999999994,0.0,0.0,63,a-1
215,0,71,-7.800000000000004,0.0,0.0,63,a-2
216,0,72,-29.85999999999994,0.0,0.0,88,overall
217,0,72,-32.59999999999994,0.0,0.0,88,a-1
218,0,72,2.7399999999999998,0.0,0.0,88,a-2
219,0,73,1.2600000000000002,0.0,0.0,33,overall
220,0,73,-1.4,0.0,0.0,33,a-1
221,0,73,2.66,0.0,0.0,33,a-2
222,0,74,-28.229999999999944,0.0,0.0,84,overall
223,0,74,-30.999999999999943,0.0,0.0,84,a-1
224,0,74,2.7699999999999996,0.0,0.0,84,a-2
225,0,75,-11.72000000000001,0.0,0.0,51,overall
226,0,75,2.4799999999999995,0.0,0.0,51,a-1
227,0,75,-14.20000000000001,0.0,0.0,51,a-2
228,0,76,-12.68000000000001,0.0,0.0,45,overall
229,0,76,2.7199999999999998,0.0,0.0,45,a-1
230,0,76,-15.400000000000011,0.0,0.0,45,a-2
231,0,77,-6.2400000000000055,0.0,0.0,29,overall
232,0,77,-9.000000000000005,0.0,0.0,29,a-1
233,0,77,2.76,0.0,0.0,29,a-2
234,0,78,-11.84000000000001,0.0,0.0,43,overall
235,0,78,-14.60000000000001,0.0,0.0,43,a-1
236,0,78,2.76,0.0,0.0,43,a-2
237,0,79,-29.049999999999947,0.0,0.0,85,overall
238,0,79,-31.39999999999995,0.0,0.0,85,a-1
239,0,79,2.3499999999999996,0.0,0.0,85,a-2
240,0,80,-6.4900000000000055,0.0,0.0,48,overall
241,0,80,-9.000000000000005,0.0,0.0,48,a-1
242,0,80,2.51,0.0,0.0,48,a-2
243,0,81,-13.28000000000001,0.0,0.0,47,overall
244,0,81,-15.80000000000001,0.0,0.0,47,a-1
245,0,81,2.5199999999999996,0.0,0.0,47,a-2
246,0,82,-14.659999999999998,0.0,0.0,50,overall
247,0,82,-17.4,0.0,0.0,50,a-1
248,0,82,2.7399999999999998,0.0,0.0,50,a-2
249,0,83,-30.819999999999936,0.0,0.0,90,overall
250,0,83,-33.399999999999935,0.0,0.0,90,a-1
251,0,83,2.5799999999999996,0.0,0.0,90,a-2
252,0,84,-13.050000000000011,0.0,0.0,104,overall
253,0,84,-15.00000000000001,0.0,0.0,104,a-1
254,0,84,1.9499999999999993,0.0,0.0,104,a-2
255,0,85,-20.62999999999997,0.0,0.0,65,overall
256,0,85,2.7699999999999996,0.0,0.0,65,a-1
257,0,85,-23.39999999999997,0.0,0.0,65,a-2
258,0,86,-10.250000000000009,0.0,0.0,39,overall
259,0,86,2.75,0.0,0.0,39,a-1
260,0,86,-13.000000000000009,0.0,0.0,39,a-2
261,0,87,-14.700000000000003,0.0,0.0,50,overall
262,0,87,2.6999999999999997,0.0,0.0,50,a-1
263,0,87,-17.400000000000002,0.0,0.0,50,a-2
264,0,88,-195.24000000000174,0.0,0.0,499,overall
265,0,88,-198.00000000000173,0.0,0.0,499,a-1
266,0,88,2.76,0.0,0.0,499,a-2
267,0,89,-11.85000000000001,0.0,0.0,43,overall
268,0,89,2.75,0.0,0.0,43,a-1
269,0,89,-14.60000000000001,0.0,0.0,43,a-2
270,0,90,-14.86,0.0,0.0,50,overall
271,0,90,2.54,0.0,0.0,50,a-1
272,0,90,-17.4,0.0,0.0,50,a-2
273,0,91,-24.309999999999967,0.0,0.0,74,overall
274,0,91,2.6899999999999995,0.0,0.0,74,a-1
275,0,91,-26.999999999999964,0.0,0.0,74,a-2
276,0,92,-29.049999999999955,0.0,0.0,85,overall
277,0,92,2.3499999999999996,0.0,0.0,85,a-1
278,0,92,-31.399999999999952,0.0,0.0,85,a-2
279,0,93,-23.249999999999968,0.0,0.0,71,overall
280,0,93,2.55,0.0,0.0,71,a-1
281,0,93,-25.79999999999997,0.0,0.0,71,a-2
282,0,94,-5.500000000000005,0.0,0.0,29,overall
283,0,94,-8.200000000000005,0.0,0.0,29,a-1
284,0,94,2.6999999999999997,0.0,0.0,29,a-2
285,0,95,-20.81999999999998,0.0,0.0,65,overall
286,0,95,-23.399999999999977,0.0,0.0,65,a-1
287,0,95,2.5799999999999996,0.0,0.0,65,a-2
288,0,96,-14.249999999999996,0.0,0.0,49,overall
289,0,96,-16.999999999999996,0.0,0.0,49,a-1
290,0,96,2.75,0.0,0.0,49,a-2
291,0,97,-4.870000000000003,0.0,0.0,46,overall
292,0,97,-7.400000000000002,0.0,0.0,46,a-1
293,0,97,2.5299999999999994,0.0,0.0,46,a-2
294,0,98,-12.280000000000012,0.0,0.0,44,overall
295,0,98,2.7199999999999998,0.0,0.0,44,a-1
296,0,98,-15.00000000000001,0.0,0.0,44,a-2
297,0,99,-195.27000000000174,0.0,0.0,499,overall
298,0,99,2.7299999999999995,0.0,0.0,499,a-1
299,0,99,-198.00000000000173,0.0,0.0,499,a-2
300,0,100,-114.6800000000006,0.0,0.0,300,overall
301,0,100,2.7199999999999998,0.0,0.0,300,a-1
302,0,100,-117.4000000000006,0.0,0.0,300,a-2
303,0,101,-7.660000000000007,0.0,0.0,45,overall
304,0,101,2.5399999999999996,0.0,0.0,45,a-1
305,0,101,-10.200000000000006,0.0,0.0,45,a-2
306,0,102,-11.450000000000008,0.0,0.0,42,overall
307,0,102,-14.200000000000008,0.0,0.0,42,a-1
308,0,102,2.75,0.0,0.0,42,a-2
309,0,103,-21.669999999999973,0.0,0.0,67,overall
310,0,103,-24.199999999999974,0.0,0.0,67,a-1
311,0,103,2.5299999999999994,0.0,0.0,67,a-2
312,0,104,-11.43000000000001,0.0,0.0,42,overall
313,0,104,2.7699999999999996,0.0,0.0,42,a-1
314,0,104,-14.20000000000001,0.0,0.0,42,a-2
315,0,105,0.7999999999999998,0.0,0.0,39,overall
316,0,105,-1.7999999999999998,0.0,0.0,39,a-1
317,0,105,2.5999999999999996,0.0,0.0,39,a-2
318,0,106,-20.029999999999987,0.0,0.0,82,overall
319,0,106,-22.199999999999985,0.0,0.0,82,a-1
320,0,106,2.169999999999999,0.0,0.0,82,a-2
321,0,107,-195.33000000000175,0.0,0.0,499,overall
322,0,107,2.67,0.0,0.0,499,a-1
323,0,107,-198.00000000000173,0.0,0.0,499,a-2
324,0,108,-13.100000000000012,0.0,0.0,69,overall
325,0,108,2.2999999999999994,0.0,0.0,69,a-1
326,0,108,-15.400000000000011,0.0,0.0,69,a-2
327,0,109,-21.849999999999966,0.0,0.0,68,overall
328,0,109,2.75,0.0,0.0,68,a-1
329,0,109,-24.599999999999966,0.0,0.0,68,a-2
330,0,110,-11.47000000000001,0.0,0.0,42,overall
331,0,110,-14.200000000000008,0.0,0.0,42,a-1
332,0,110,2.7299999999999995,0.0,0.0,42,a-2
333,0,111,-11.85000000000001,0.0,0.0,43,overall
334,0,111,-14.60000000000001,0.0,0.0,43,a-1
335,0,111,2.75,0.0,0.0,43,a-2
336,0,112,-12.61000000000001,0.0,0.0,60,overall
337,0,112,2.3899999999999997,0.0,0.0,60,a-1
338,0,112,-15.00000000000001,0.0,0.0,60,a-2
339,0,113,-2.9100000000000015,0.0,0.0,50,overall
340,0,113,2.4899999999999998,0.0,0.0,50,a-1
341,0,113,-5.400000000000001,0.0,0.0,50,a-2
342,0,114,-13.860000000000005,0.0,0.0,48,overall
343,0,114,-16.600000000000005,0.0,0.0,48,a-1
344,0,114,2.7399999999999998,0.0,0.0,48,a-2
345,0,115,-22.659999999999965,0.0,0.0,70,overall
346,0,115,2.7399999999999998,0.0,0.0,70,a-1
347,0,115,-25.399999999999963,0.0,0.0,70,a-2
348,0,116,-0.13999999999999924,0.0,0.0,53,overall
349,0,116,2.46,0.0,0.0,53,a-1
350,0,116,-2.599999999999999,0.0,0.0,53,a-2
351,0,117,-21.259999999999977,0.0,0.0,66,overall
352,0,117,-23.799999999999976,0.0,0.0,66,a-1
353,0,117,2.5399999999999996,0.0,0.0,66,a-2
354,0,118,-158.65000000000123,0.0,0.0,410,overall
355,0,118,-161.40000000000123,0.0,0.0,410,a-1
356,0,118,2.75,0.0,0.0,410,a-2
357,0,119,-15.03999999999999,0.0,0.0,51,overall
358,0,119,2.76,0.0,0.0,51,a-1
359,0,119,-17.79999999999999,0.0,0.0,51,a-2
360,0,120,-11.430000000000009,0.0,0.0,62,overall
361,0,120,2.3699999999999997,0.0,0.0,62,a-1
362,0,120,-13.800000000000008,0.0,0.0,62,a-2
363,0,121,-36.839999999999925,0.0,0.0,104,overall
364,0,121,-38.99999999999992,0.0,0.0,104,a-1
365,0,121,2.1599999999999993,0.0,0.0,104,a-2
366,0,122,-20.84999999999998,0.0,0.0,65,overall
367,0,122,2.55,0.0,0.0,65,a-1
368,0,122,-23.39999999999998,0.0,0.0,65,a-2
369,0,123,-20.639999999999986,0.0,0.0,103,overall
370,0,123,-22.599999999999984,0.0,0.0,103,a-1
371,0,123,1.959999999999999,0.0,0.0,103,a-2
372,0,124,-5.220000000000004,0.0,0.0,81,overall
373,0,124,2.1799999999999997,0.0,0.0,81,a-1
374,0,124,-7.400000000000004,0.0,0.0,81,a-2
375,0,125,-13.05000000000001,0.0,0.0,46,overall
376,0,125,2.75,0.0,0.0,46,a-1
377,0,125,-15.80000000000001,0.0,0.0,46,a-2
378,0,126,-195.26000000000172,0.0,0.0,499,overall
379,0,126,2.7399999999999998,0.0,0.0,499,a-1
380,0,126,-198.00000000000173,0.0,0.0,499,a-2
381,0,127,-195.25000000000173,0.0,0.0,499,overall
382,0,127,-198.00000000000173,0.0,0.0,499,a-1
383,0,127,2.75,0.0,0.0,499,a-2
384,0,128,-20.619999999999976,0.0,0.0,65,overall
385,0,128,-23.399999999999977,0.0,0.0,65,a-1
386,0,128,2.78,0.0,0.0,65,a-2
387,0,129,-3.260000000000002,0.0,0.0,45,overall
388,0,129,2.5399999999999996,0.0,0.0,45,a-1
389,0,129,-5.800000000000002,0.0,0.0,45,a-2
390,0,130,-4.410000000000003,0.0,0.0,40,overall
391,0,130,-7.000000000000003,0.0,0.0,40,a-1
392,0,130,2.59,0.0,0.0,40,a-2
393,0,131,-8.100000000000007,0.0,0.0,49,overall
394,0,131,-10.600000000000007,0.0,0.0,49,a-1
395,0,131,2.4999999999999996,0.0,0.0,49,a-2
396,0,132,-13.260000000000009,0.0,0.0,85,overall
397,0,132,-15.400000000000007,0.0,0.0,85,a-1
398,0,132,2.1399999999999997,0.0,0.0,85,a-2
399,0,133,-3.6400000000000023,0.0,0.0,43,overall
400,0,133,2.5599999999999996,0.0,0.0,43,a-1
401,0,133,-6.200000000000002,0.0,0.0,43,a-2
402,0,134,-5.490000000000005,0.0,0.0,28,overall
403,0,134,-8.200000000000005,0.0,0.0,28,a-1
404,0,134,2.71,0.0,0.0,28,a-2
405,0,135,-20.439999999999984,0.0,0.0,64,overall
406,0,135,2.5599999999999996,0.0,0.0,64,a-1
407,0,135,-22.999999999999982,0.0,0.0,64,a-2
408,0,136,-7.0700000000000065,0.0,0.0,31,overall
409,0,136,-9.800000000000006,0.0,0.0,31,a-1
410,0,136,2.7299999999999995,0.0,0.0,31,a-2
411,0,137,-14.290000000000003,0.0,0.0,49,overall
412,0,137,2.71,0.0,0.0,49,a-1
413,0,137,-17.000000000000004,0.0,0.0,49,a-2
414,0,138,-23.04999999999996,0.0,0.0,71,overall
415,0,138,-25.79999999999996,0.0,0.0,71,a-1
416,0,138,2.75,0.0,0.0,71,a-2
417,0,139,-68.72999999999995,0.0,0.0,185,overall
418,0,139,2.67,0.0,0.0,185,a-1
419,0,139,-71.39999999999995,0.0,0.0,185,a-2
420,0,140,-5.220000000000004,0.0,0.0,41,overall
421,0,140,2.5799999999999996,0.0,0.0,41,a-1
422,0,140,-7.800000000000004,0.0,0.0,41,a-2
423,0,141,-22.659999999999965,0.0,0.0,70,overall
424,0,141,-25.399999999999963,0.0,0.0,70,a-1
425,0,141,2.7399999999999998,0.0,0.0,70,a-2
426,0,142,-28.639999999999954,0.0,0.0,84,overall
427,0,142,-30.999999999999954,0.0,0.0,84,a-1
428,0,142,2.3599999999999994,0.0,0.0,84,a-2
429,0,143,-11.450000000000008,0.0,0.0,42,overall
430,0,143,-14.200000000000008,0.0,0.0,42,a-1
431,0,143,2.75,0.0,0.0,42,a-2
432,0,144,-12.280000000000012,0.0,0.0,67,overall
433,0,144,2.3199999999999994,0.0,0.0,67,a-1
434,0,144,-14.60000000000001,0.0,0.0,67,a-2
435,0,145,-14.629999999999992,0.0,0.0,50,overall
436,0,145,2.7699999999999996,0.0,0.0,50,a-1
437,0,145,-17.39999999999999,0.0,0.0,50,a-2
438,0,146,-21.70999999999998,0.0,0.0,67,overall
439,0,146,2.4899999999999993,0.0,0.0,67,a-1
440,0,146,-24.199999999999978,0.0,0.0,67,a-2
441,0,147,-6.450000000000004,0.0,0.0,44,overall
442,0,147,-9.000000000000004,0.0,0.0,44,a-1
443,0,147,2.55,0.0,0.0,44,a-2
444,0,148,-24.079999999999966,0.0,0.0,73,overall
445,0,148,-26.599999999999966,0.0,0.0,73,a-1
446,0,148,2.5199999999999996,0.0,0.0,73,a-2
447,0,149,-13.290000000000006,0.0,0.0,47,overall
448,0,149,2.91,0.0,0.0,47,a-1
449,0,149,-16.200000000000006,0.0,0.0,47,a-2
450,0,150,-8.680000000000007,0.0,0.0,35,overall
451,0,150,-11.400000000000007,0.0,0.0,35,a-1
452,0,150,2.7199999999999998,0.0,0.0,35,a-2
453,0,151,-17.11999999999999,0.0,0.0,56,overall
454,0,151,-19.79999999999999,0.0,0.0,56,a-1
455,0,151,2.6799999999999997,0.0,0.0,56,a-2
456,0,152,-2.8500000000000014,0.0,0.0,44,overall
457,0,152,2.55,0.0,0.0,44,a-1
458,0,152,-5.400000000000001,0.0,0.0,44,a-2
459,0,153,-23.089999999999968,0.0,0.0,71,overall
460,0,153,2.71,0.0,0.0,71,a-1
461,0,153,-25.79999999999997,0.0,0.0,71,a-2
462,0,154,-7.650000000000007,0.0,0.0,44,overall
463,0,154,-10.200000000000006,0.0,0.0,44,a-1
464,0,154,2.55,0.0,0.0,44,a-2
465,0,155,-13.450000000000006,0.0,0.0,47,overall
466,0,155,2.75,0.0,0.0,47,a-1
467,0,155,-16.200000000000006,0.0,0.0,47,a-2
468,0,156,-9.010000000000009,0.0,0.0,36,overall
469,0,156,-11.800000000000008,0.0,0.0,36,a-1
470,0,156,2.79,0.0,0.0,36,a-2
471,0,157,1.13,0.0,0.0,46,overall
472,0,157,-1.4,0.0,0.0,46,a-1
473,0,157,2.53,0.0,0.0,46,a-2
474,0,158,-7.250000000000006,0.0,0.0,44,overall
475,0,158,-9.800000000000006,0.0,0.0,44,a-1
476,0,158,2.55,0.0,0.0,44,a-2
477,0,159,-12.04000000000001,0.0,0.0,83,overall
478,0,159,2.1599999999999993,0.0,0.0,83,a-1
479,0,159,-14.20000000000001,0.0,0.0,83,a-2
480,0,160,-195.27000000000174,0.0,0.0,499,overall
481,0,160,2.7299999999999995,0.0,0.0,499,a-1
482,0,160,-198.00000000000173,0.0,0.0,499,a-2
483,0,161,-36.839999999999925,0.0,0.0,104,overall
484,0,161,2.1599999999999993,0.0,0.0,104,a-1
485,0,161,-38.99999999999992,0.0,0.0,104,a-2
486,0,162,-11.50000000000001,0.0,0.0,42,overall
487,0,162,-14.20000000000001,0.0,0.0,42,a-1
488,0,162,2.6999999999999997,0.0,0.0,42,a-2
489,0,163,1.9499999999999997,0.0,0.0,44,overall
490,0,163,-0.6000000000000002,0.0,0.0,44,a-1
491,0,163,2.55,0.0,0.0,44,a-2
492,0,164,-8.270000000000007,0.0,0.0,34,overall
493,0,164,-11.000000000000007,0.0,0.0,34,a-1
494,0,164,2.7299999999999995,0.0,0.0,34,a-2
495,0,165,-4.280000000000003,0.0,0.0,27,overall
496,0,165,2.7199999999999998,0.0,0.0,27,a-1
