,trading_steps,episode,reward,accumulated_transfer,number_trades,mark_up,trading_budget,episode_steps,agent
0,0,0,-25.389999999999983,0.0,0.0,1.1,"[100.0, 100.0]",58,overall
1,0,0,1.2099999999999997,0.0,0.0,1.1,"[100.0, 100.0]",58,a-1
2,0,0,-26.599999999999984,0.0,0.0,1.1,"[100.0, 100.0]",58,a-2
3,0,1,-28.91499999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,overall
4,0,1,-30.09999999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,a-1
5,0,1,1.1849999999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,a-2
6,0,2,3.875000000000001,0.0,0.0,1.1,"[100.0, 100.0]",25,overall
7,0,2,0.3749999999999999,0.0,0.0,1.1,"[100.0, 100.0]",25,a-1
8,0,2,3.500000000000001,0.0,0.0,1.1,"[100.0, 100.0]",25,a-2
9,0,3,-8.314999999999994,0.0,0.0,1.1,"[100.0, 100.0]",43,overall
10,0,3,-9.099999999999994,0.0,0.0,1.1,"[100.0, 100.0]",43,a-1
11,0,3,0.7849999999999998,0.0,0.0,1.1,"[100.0, 100.0]",43,a-2
12,0,4,-28.91499999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,overall
13,0,4,-30.09999999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,a-1
14,0,4,1.1849999999999998,0.0,0.0,1.1,"[100.0, 100.0]",63,a-2
15,0,5,-0.14999999999999916,0.0,0.0,1.1,"[100.0, 100.0]",30,overall
16,0,5,-0.15000000000000005,0.0,0.0,1.1,"[100.0, 100.0]",30,a-1
17,0,5,8.881784197001252e-16,0.0,0.0,1.1,"[100.0, 100.0]",30,a-2
18,0,6,-12.64999999999999,0.0,0.0,1.1,"[100.0, 100.0]",30,overall
19,0,6,-13.99999999999999,0.0,0.0,1.1,"[100.0, 100.0]",30,a-1
20,0,6,1.3499999999999999,0.0,0.0,1.1,"[100.0, 100.0]",30,a-2
